sentence,target_bigram,difficulty
degree deliberate describe derby deny decision deserve delivery demon,de,2
decide deploy deliberate dew dependent democracy derby degree deserve desire,de,2
determination deliberate decide defend delivery denomination delta decal,de,3
decision derivation decode devastate den debt deer deck definition deal,de,3
dew deserve deep depart defeat deformation developer deduct,de,3
describe deem destination deny desert depot desire dev dependent,de,3
design device depression development define dense desk deposition,de,3
demolition depth debut derby deploy dedication degeneration democracy declaration,de,3
demon departure demo degree demonstration deterioration depend demand dec detox,de,3
deem detox demo desire design delete demand degeneration,de,3
development deploy design detox demand destination deduct decide describe deformation,de,3
deserve detox depression deal development debt defend devastate deterioration,de,3
decal definition determination deterioratively deep deserve desert depend development,de,4
depart dear describe decode deck declaration demo deer defer,de,4
dense den degeneratively demand depth deviation depositionally delivery deem,de,4
demolition detox dependent developer debut decoratively derivation demon,de,4
defeat decide debt degeneration designationally design deploy defend deliberate delete,de,4
decision dedicatedly destination deal dec deterministically denomination destinationally deny,de,4
deviantly demonstration democratically democracy denominationally dev define derby dew,de,4
deduct developmentally delta decoration desk demolitionally designation dedication,de,4
derivationally deposition deformationally desire deterioration degree depression deformation,de,4
decoration deliberate departure delta desert depth demonstration declaratively,de,4
hide ship this hilt whip chip him hive hid hike,hi,0
hiss his hit high hie hip hint hill,hi,0
hid hike whip ship hide hit chip hint hire,hi,0
hint hill hit high hive hide hid whip,hi,0
high hilt chip ship hill hive hike whip hid hip,hi,0
chip hint his hie whip hit hilt hide hiss,hi,0
ship whip chip high hide his hie hire this hive,hi,0
hide him whip hire hip hie hid hill ship,hi,0
high hint whip hid his hide hit hilt,hi,0
hive whip hire hit hill hint this high chip,hi,0
high hill behind ship highway chief hijack hissing himself hilt,hi,1
whip china this chip thick hike hie hit hint hire,hi,1
highly child think hid his hiss history chime thin,hi,1
ship highway hide thin child thing hiss chief his behind,hi,1
thick thin thing hissing this within hideout think hijack,hi,1
hide thick hit hilt china hijack hill hissing thing highly,hi,1
within him hilt hint hike hit hie this hiss,hi,1
high thigh hint chip this hijack hissing thick behind,hi,1
highly hijack hive hilt thigh high hideout chip,hi,1
hip hissing china thick hit hijack history think hid hill,hi,1
think chivalry shire his whip hint highly hit hip,hi,2
childbirth chip shiver hideout chipped himself chime thing hijack hide,hi,2
hill thick hie chipboard child within highway whisper,hi,2
chimney hilltop history this behind hissing hilt shift chisel hive,hi,2
whirl high children hid hike shield hiss chief him chirp,hi,2
shining hive shift hiss shield thin shire hie,hi,2
thick chivalry chip whisper childbirth whirl himself chirp chimney hiss,hi,2
chisel highly hive hid whirl hide thing think himself,hi,2
hint highly whisper whirl hideout children chivalry thin,hi,2
hill hilt him hideout hijack childbirth thick behind chief,hi,2
hint shipyard hit shivering chime highly china hie chirp,hi,3
shimmering thick hiss behind inhibition this think hide,hi,3
hideout hip whip shipwreck history thin thing hilt,hi,3
chisel ship highlight shining shine hive childbirth chief hid,hi,3
chimney whistling whistled high himself shire hire shift,hi,3
chip hill hissing children thigh whisper chipboard prohibiting,hi,3
hijack philosophic exhibitor chiseling historical whirl shiver highway,hi,3
him childhood hike hilltop chipped child within hierarchy,hi,3
shifting chirp thing whip hire whirl shine thigh hijack whisper,hi,3
shifting whistling whisper highway childbirth hire high shining hilt hip,hi,3
historically exhibiting shiver childbirth shield childishly philosophic child prohibitively his,hi,4
hint this himself chipboard hie shine hit exhibitor history,hi,4
prohibiting hiss hissing shimmering hike whistlingly whip thing hijack whistled,hi,4
chirp hilltop chimney shivering shiningly chivalry shining chivalrously,hi,4
him whirl shipyard thick hire shifting hill chisel hid china,hi,4
shipwreck hilt exhibitionistically inhibition within think whistling highly childhood,hi,4
hive hide whisper thin highlight thigh hierarchically inhibitively shire,hi,4
chiseling highway hideout high philosophically chime chip children historical,hi,4
ship exhibitorially shiveringly chief hip hierarchy behind chipped,hi,4
philosophically chipboard inhibitively shipyard thing hilt shine child thick,hi,4
rig rigid rice rick ride risky risen rise,ri,0
rim rich risk rival rime rid ribs rib,ri,0
rigid ride risky ribs rich rise risen rice,ri,0
rife rid ribs rich rick rice rise rival risen rib,ri,0
rice rival rig ring rick rime rife river rich,ri,0
rime river risen rigid rife ride rim rib rise,ri,0
rick rice rid risk rigid rife rim risky rip rime,ri,0
risky rime ring rick rig rise river ride rife rival,ri,0
rim risky rich rib rime rigid rid rise ride,ri,0
rim river risk rife risen rip ride rime rig,ri,0
risk rival rime grieve rig rim drill rising,ri,1
rid riven rinse rib rigid prison ripen ring,ri,1
rich rider critic priest pricey crisis rip rife,ri,1
rifle thrill bright rice risen rise risky river,ri,1
grieve rim priest ribs rip critic thrill grill rid,ri,1
rider ripen crispy crisis rich priest ribbon rival risky riven,ri,1
ribs rifle ripen rigid rinse thrill ride risk prison,ri,1
rising rid rime rim drill rinse rife thrill rib ride,ri,1
ripen rid ring rise rife crispy rim rip,ri,1
rig rifle grieve rife grill rising rise rinse drill,ri,1
rinse writhing shimmering rigid ripen riven ribbon ribs glittering,ri,2
rick rib rim risen river bright prison risk rising crispy,ri,2
risky priest triggering rich rid grieve drill thrill ride,ri,2
critic rice rife pricey frivolous rifle grill rider crisis,ri,2
trivial primitive rip frightening critical shriveling rime criteria bristling glimmering,ri,2
crisis shriveling bristling drill risky ride grieve rid,ri,2
rifle prison shriveling rising rip triggering rice rigid pricey bright,ri,2
trivial crisis rick rich critic rim pricey river rid rigid,ri,2
rising critic river rice frightening rid crispy frivolous glimmering bright,ri,2
writhing risk frightening criteria rime crispy rip rig prison rib,ri,2
rifle river crisis shimmering risky rick primarily glimmering bright,ri,3
frivolous primitive grill rid priority bristling frightening thrill crispy,ri,3
grieve drill priest critical rice rinse rising glittering ripen ride,ri,3
rim rigid rider riven shriveling pricey ribs contribution rip spiritual,ri,3
distribution ring rival rich rise rime rib prison risen criteria,ri,3
writhing triggering ribbon territory rife rig critic originate,ri,3
territory rid rick rig crisis ribbon frightening triggering prison,ri,3
rim frivolous priest critical ring ripen ribbon riven,ri,3
glimmering grill rime distribution rival risky rider risen,ri,3
triggering writhing grill river thrill distribution territory shriveling rice trivial,ri,3
grieve contributionally rid rich ride territorially glimmering ripen triggering,ri,4
rig trivial rider pricey risen rife risk originally thrill,ri,4
frightening territory prioritizing ring distribution rival primitively rib,ri,4
rice grill ribs drill rip criterially rinse rick,ri,4
frivolous glittering riven bristling rim distributionally priest critic principally,ri,4
contribution shriveling rise shimmering prison peripherally priority spiritual,ri,4
primarily rime writhing rigid originate bright ribbon primitive spiritually,ri,4
trivial critical peripherally rising rifle rick rig contributionally grieve spiritually,ri,4
ribbon criteria bristling peripherally river principally glimmering shriveling rick territory,ri,4
contributionally spiritual rise rim ribs bright rifle criterially triggering,ri,4
rope robot row rough root rock rodeo rod,ro,0
road rouge rob roc roof roam rose round,ro,0
roof roc row round rob root robe road role roe,ro,0
round roam rough row robot roc rod road,ro,0
robe round root roe rodeo rock roam rob roc row,ro,0
root robe roe rouge rod rope row road rock rodeo,ro,0
rouge rope rough role roar root roof roe,ro,0
rope robe root rock rouge rodeo round rob,ro,0
roc row rodeo root roar road round rose,ro,0
roc root road roof rod roar roam roe,ro,0
project root roots robust group rob road robe rod,ro,1
broken rose grocery protein round roar roc growth,ro,1
roe rock proud roman row rope roomy process croup,ro,1
groan robot rotate brother rouge rodeo roam broader growing,ro,1
growing robe roc proud group roam row bronze,ro,1
root rock role bronze broken rob rotate roar,ro,1
role row rose root roam roe brother rodeo roof,ro,1
rope broader broken project growing root rough roe,ro,1
role protein roe round roam rope roof groan group rotate,ro,1
proud robot rod protein bronze roe croup roc roman grocery,ro,1
rough rock croup robe proportion roc roman protect processor prosecutor,ro,2
bronze role rope road rob product growth roomy,ro,2
brother growing prominent rotate groan broader promenade roe,ro,2
roots broadcasting roam process throughout program provide rod promote rose,ro,2
robot grocery protest row proud broken produce propaganda,ro,2
rodeo round group project root robust protein roar proposal,ro,2
rouge rodeo broadcasting rough bronze product robot roe root,ro,2
process robot rose produce growing rouge brother propaganda roc rob,ro,2
robot robust roar groan rope program roman rock,ro,2
rodeo roe root protest role rob rope row protein,ro,2
throughout broader proliferation round rotate roots growth propaganda,ro,3
roam prosecutor brother roof prohibition prominent rope robe promenading broadening,ro,3
group processor produce profoundly protein proactively rod root product process,ro,3
proclamation croup roar productivity promotionally roman rodeo broken promenade role,ro,3
roe road processing roc grocery rouge program rose,ro,3
rough protest promote proportionally provide proposal row production,ro,3
broadcasting groan progressively propagandistically prosecutorially bronze prominently rock project,ro,3
proactive protect growing roomy robot proportion rob proud,ro,3
program proud rough profoundly roof propaganda rodeo row promotionally prominent,ro,3
production rod prominently propagandistically proliferation proportionally propaganda rough,ro,3
proliferation root broken program rodeo growth production proclamationally broadening,ro,4
roomy propaganda round robe bronze groan prosecutorially proclamation provide,ro,4
roar rope prominent proportion project promotionally roof rock protect productivity,ro,4
broadcasting promote rotate prodigiously broader croup roe growing rough,ro,4
rob robust proactive group robot roc productively proud,ro,4
processor road brother roots row prominently process proportionately,ro,4
profoundly promenading protest throughout grocery roman rose produce,ro,4
protein rod rouge proactively prohibition roam role proposal,ro,4
prosecutor processing prohibitively propagandistically product proportionally progressively promenade proliferatingly,ro,4
prohibitively productivity rotate robe bronze proclamationally growth prominent,ro,4
tick icy kick nick rick brick ice epic thick,ic,0
sick stick click quick trick pick wick lick iced icon,ic,0
quick tick wick brick icon trick sick iced,ic,0
icy epic sick stick brick kick wick tick,ic,0
click trick thick wick rick stick epic brick iced tick,ic,0
nick epic trick wick ice icy tick brick,ic,0
sick wick ice icy icon trick brick quick nick,ic,0
epic sick brick iced trick ice stick nick,ic,0
click brick stick rick thick iced wick ice,ic,0
epic wick stick tick brick quick trick nick click,ic,0
toxic panic kick sick nick click rick wick stick sonic,ic,1
lick topic trick comic ice magic basic thick,ic,1
music lyric flick icon manic icy epic logic iced quick,ic,1
civic tick cubic mimic tonic attic tunic brick ironic pick,ic,1
ironic pick epic civic ice stick flick tunic lyric,ic,1
music attic civic rick kick mimic logic thick,ic,1
pick mimic tunic magic sonic lick civic manic thick tick,ic,1
cubic comic magic epic icy toxic lick pick mimic rick,ic,1
panic icon tunic kick manic ironic brick tonic,ic,1
thick tick click cubic comic icy trick sick epic nick,ic,1
civic sonic tick pick cosmic iced robotic logic exotic click,ic,2
chronic nick static music ironic atomic kick wick cubic tonic,ic,2
sick tragic stick quick epic attic trick brick,ic,2
iconic comic lick thick toxic public manic dynamic,ic,2
rick historic magic flick ice icy topic scenic panic,ic,2
panic nick robotic iced flick manic kick chronic picnic iconic,ic,2
brick thick logic iced quick robotic exotic sick tunic mystic,ic,2
comic icon pick tunic attic mimic poetic ironic,ic,2
manic static iced atomic rick exotic wick basic music,ic,2
magic basic ice manic icon click comic atomic exotic,ic,2
music flick robotics logic chronic basic organic manic iced,ic,3
mechanics poetic tonic geometric epic picnic volcanic historically,ic,3
comic robotic atomic analytical lick toxic magnetic public tunic,ic,3
attic panic quick nick sonic microscopic static civic,ic,3
sick icy icon brick academic topic technological ironic thick,ic,3
rick tragic mimic stick exotic trick tick historic lyric pediatric,ic,3
metallic iconic scenic systematic psychiatric wick hydraulic magic,ic,3
ice athletic mathematical artistic click mechanic dynamic pick,ic,3
topic logic technological flick tunic panic tragic chronic tonic,ic,3
athletic magnetic metallic geometric wick thick microscopic tragic,ic,3
academically picnic mechanics panic magnetically mechanic rick mystic,ic,4
attic tick exotic lyric psychiatrically magic static logic,ic,4
atomic robotics analytically organically tunic historically ironic toxic,ic,4
athletically tonic hydraulic scenic technological analytical brick psychiatric,ic,4
mimic magnetic systematic public cubic mechanically stick tragic,ic,4
volcanic artistic iconic hydraulically metallically sick pediatric robotically,ic,4
academic flick sonic athletic kick geometric click organic trick,ic,4
wick icy historic thick metallic lick comic poetic ice cosmic,ic,4
dynamic basic geometrically robotic icon epic mathematical technologically mathematically pick,ic,4
civic microscopically nick pediatrically artistically iced topic volcanically,ic,4
ned nerve need neat news neck neb net,ne,0
next new neg never nec nef nest near,ne,0
new ned nerve next news near neck neb need,ne,0
never neb nec news neat near ned nerve nef,ne,0
nef neg news new ned nec neat nest near need,ne,0
nef neg ned new never neck net next nerve,ne,0
neat near nec nest never net next news need,ne,0
nef near new neg news ned neck net neb neat,ne,0
neck near neg news need neb next new nef,ne,0
near ned news never net need nec next,ne,0
needle runner nexus neck need banner never opener,ne,1
neb news manner corner inner near net needy honest next,ne,1
diner neat newer planet new nest liner nef,ne,1
runner nexus nec inner needy neg news next,ne,1
nerve opener next ned miner honest manner new,ne,1
neb corner net opener nerve need planet news nec,ne,1
neg nether neck nef opener net news manner neb,ne,1
banner nest need neg nexus liner opener honest,ne,1
neat nexus new nether nerve needy runner ned,ne,1
miner neg inner runner manner nexus liner next,ne,1
lone necessary banner prone manner none nexus connections nest,ne,2
corner cone runner never new need tone gone,ne,2
needle zone nec honest needy negate inner neg ned neb,ne,2
next bone miner nineteen negotiate done nether renewable opener,ne,2
nef liner news hone diner nonetheless planet neat newer,ne,2
nef ned none never nerve negotiate corner zone nest,ne,2
connections net nineteen nonetheless zone neg corner neck banner next,ne,2
done neck news nef cone opener inner needle needy,ne,2
manner cone renewable connections nexus hone newer neg,ne,2
nonetheless never neb neck neat diner inner needy nexus,ne,2
prone needy opener gone nether never nerve nec sandstone,ne,3
newer near capstone inner corner ned renewable brownstone,ne,3
neat diner zone nineteen miner limestone banner cornerstone nexus nest,ne,3
runner lone tone keystone none neg planet neb negate new,ne,3
nef net next hone cobblestone milestone bone tombstone,ne,3
nonetheless need liner neck cone news necessary negotiate,ne,3
necessary tone renewable honest cornerstone cone diner nonetheless news never,ne,3
tombstone connections net necessary neb needle nest never renewable,ne,3
near honest tombstone ned new runner necessary next renewable manner,ne,3
nerve prone nexus miner keystone lone negate tone cobblestone,ne,3
cone neb tombstone done milestone nineteen runner banner capstone,ne,4
neg corner nest needy miner renewably nec gone,ne,4
liner planet honest renewable keystone tone neat connections lone,ne,4
nether limestone manner brownstone nexus neck cobblestone hone,ne,4
zone needle never near negotiably nef sandstone negate next,ne,4
inner bone newer net nonetheless nerve negotiate diner,ne,4
connectively need nineteenths ned necessary none necessarily prone opener,ne,4
ned bone capstone planet limestone diner cornerstoningly nonethelesss nineteenths nef,ne,4
runner none cornerstoningly renewably nineteen lone negotiate newer limestone,ne,4
gone nerve next neck tone needle nec cornerstoningly manner negotiate,ne,4
mean earl earn lean dean ean eat eau,ea,0
bean east seal eam eav ear real eap each,ea,0
lean eau real each mean earn easy east eal dean,ea,0
earl mean seal eat eav lean eal each eam,ea,0
eav real dean eap eal eat eau ear,ea,0
dean eap eam mean ear eau eav east,ea,0
bean lean east eau earn mean eav ean eal,ea,0
eat eap bean each ear eas earl eal earn dean,ea,0
each eam bean real eas easy east eau lean,ea,0
ean eas dean lean earl eat ear seal,ea,0
earl preach easy lean dean beast ean eap mean peach,ea,1
leash ear eau seal eas real feast east beach,ea,1
early peace earn each teach eav eat yeast eagle,ea,1
eat reach least real eagle preach ear east earn dean,ea,1
feast preach eas eal least lean seal earl peach eau,ea,1
eav earth eas each eal earn leash ear mean,ea,1
eagle yeast teach eat eau lean preach each,ea,1
eas teach lean early earth earl bean peace leash,ea,1
earl ean eagle yeast leash eat seal earth dean eap,ea,1
ean easy eal each leash feast eagle yeast,ea,1
dealer eap feast early leash east speaker reach healer creaker,ea,2
lean earn eau beast preach squeaker real least seal,ea,2
easy eat season teach weapon earl grease beach bean,ea,2
freaker beaker eav sneaker eagle eam each eal,ea,2
peach reason eas ear dean ean streaker peace yeast,ea,2
creaker leader reach reason lean please eap beach,ea,2
ean reach easy creaker dealer ear each weapon real least,ea,2
weapon dean yeast least mean peach earn beach ean,ea,2
ean east eagle real earn yeast preach leader early,ea,2
earl streaker sneaker creaker preach eat reason reach weaker,ea,2
featherweight please reason freaker heartbeat eam earn screaming,ea,3
research squeaker east seal eav lean peach treasure breathing,ea,3
ear grease speaker streaming leader feast healer preach leadership,ea,3
reaming eat each peace dealer beaming beast breadwinner sneaker,ea,3
reader teach eas weapon season least ean teaming easy,ea,3
leash revealing earth meaningful early creaming yeast beach greatest,ea,3
eap creaker real dreaming reach steaming weaker eal bean dean,ea,3
earth leash research meaningful healer gleaming eat least,ea,3
ean early meaningful beaming freaker dean creaker reason easy earth,ea,3
teach featherweight ear preach squeaker eav treasure beast steaming,ea,3
healer featherweight early ear weapon bean grease reaming,ea,4
dean freaker steaming earl streaming featherweightly breathtakingly seal,ea,4
breadwinneringly mean real eagle beach dreamingly revealing weaker streamingly creaker,ea,4
leader greatest beaming breadwinner teach teaching lean meaningfully greatestly peace,ea,4
beaker reader each teaming earth reason researchfully yeast,ea,4
please streaker leash least eas gleaming eav dealer,ea,4
beast peach eau gleamingly heartbeat treasure dreaming research creaming earn,ea,4
beamingly season reach steamingly meaningful sneaker eal creamingly,ea,4
screamingly ean heartbeatingly breathing feast squeaker reamingly screaming eap,ea,4
teamingly east eat eam leadership easy speaker preach,ea,4
